Gene,Late RPCs_spec,Photoreceptor Precursor_spec,RGC_spec,Early RPCs_spec,Amacrine_spec,Muller Glia_spec,Horizontal_spec,Bipolar_spec,Photoreceptor_spec
ELAPOR2,0.832298137,0.832298137,0.910538287,0.832298137,0.832298137,0.832298137,0.832298137,0.832298137,0.832298137
BX901962.4,1,1,1,1,1,1,1,1,1
tspan9b,0.946188341,0.946188341,0.946188341,0.946188341,0.946188341,0.971828841,0.946188341,0.946188341,0.946188341
mical3b,0.911190053,0.911190053,0.911190053,0.911190053,0.911190053,0.911190053,0.911190053,0.911190053,0.972465582
svopl,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.99689441
si:dkeyp-27e10.3,0.962732919,0.962732919,0.985595148,0.962732919,0.962732919,0.962732919,0.962732919,0.962732919,0.962732919
parp12b,0.875285519,0.875285519,0.875285519,0.943149284,0.875285519,0.875285519,0.875285519,0.875285519,0.875285519
ttc41,0.998748436,0.999488753,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436
hsp90b1,0.55068836,0.670807453,0.55068836,0.55068836,0.55068836,0.55068836,0.55068836,0.55068836,0.55068836
glt8d2,0.993055556,0.993055556,0.993055556,0.993055556,0.993055556,0.993055556,0.997346475,0.993055556,0.993055556
fbxo18,0.939850769,0.939850769,0.939850769,0.963496933,0.939850769,0.939850769,0.939850769,0.939850769,0.939850769
adm2a,0.998020405,0.998020405,0.998020405,0.999620925,0.998020405,0.998020405,0.998020405,0.998020405,0.998020405
si:dkey-22l11.6,0.987665601,0.987665601,0.987665601,0.992490613,0.987665601,0.987665601,0.987665601,0.987665601,0.987665601
sbf1,0.885650224,0.885650224,0.885650224,0.885650224,0.885650224,0.898291925,0.885650224,0.885650224,0.885650224
naf1,0.833714025,0.833714025,0.833714025,0.975562372,0.833714025,0.833714025,0.833714025,0.833714025,0.833714025
ccdc136b,0.965838509,0.965838509,0.987484355,0.965838509,0.965838509,0.965838509,0.965838509,0.965838509,0.965838509
flncb,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.997757848,0.997685185,0.997685185
kcnd2,0.930124224,0.930124224,0.970811221,0.930124224,0.930124224,0.930124224,0.930124224,0.930124224,0.930124224
tspan12,0.997496871,0.998862775,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871
ing3,0.809654332,0.809654332,0.809654332,0.887359199,0.809654332,0.809654332,0.809654332,0.809654332,0.809654332
cped1,0.999086341,0.999086341,0.999086341,0.999223602,0.999086341,0.999086341,0.999086341,0.999086341,0.999086341
wnt16,0.997106746,0.996830266,0.996830266,0.996830266,0.996830266,0.996830266,0.996830266,0.996830266,0.996830266
stab2,0.974968711,0.975026648,0.974968711,0.974968711,0.974968711,0.974968711,0.974968711,0.974968711,0.974968711
ppfibp1a,0.937219731,0.937219731,0.937219731,0.937219731,0.937219731,0.972590224,0.937219731,0.937219731,0.937219731
syt10,0.979909022,0.979909022,0.979909022,0.979909022,0.988354037,0.979909022,0.979909022,0.979909022,0.979909022
si:ch211-161n3.5,1,1,1,1,1,1,1,1,1
si:ch211-161n3.4,0.99924185,0.99924185,0.99924185,0.99924185,1,0.99924185,0.99924185,0.99924185,0.99924185
si:ch211-161n3.3,0.999223602,0.999223602,0.999390894,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602
tmtc2a,0.955745342,0.955745342,0.983554134,0.955745342,0.955745342,0.955745342,0.955745342,0.955745342,0.955745342
mettl25,0.979594944,0.979594944,0.979594944,0.979820628,0.979594944,0.979594944,0.979594944,0.979594944,0.979594944
ccdc59,0.786051469,0.786051469,0.786051469,0.924539877,0.786051469,0.786051469,0.786051469,0.786051469,0.786051469
si:dkey-21h14.8,0.998748436,0.999223602,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436
si:dkey-21h14.15,1,1,1,1,1,1,1,1,1
si:dkey-21h14.12,1,1,1,1,1,1,1,1,1
si:dkey-21h14.3,0.99924185,0.99924185,0.99924185,0.99924185,1,0.99924185,0.99924185,0.99924185,0.99924185
si:dkey-21h14.10,1,1,1,1,1,1,1,1,1
si:dkey-21h14.9,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
cracr2ab,0.988274707,0.988274707,0.988274707,0.997430627,0.988274707,0.988274707,0.988274707,0.988274707,0.988274707
prmt8b,0.966367713,0.966367713,0.966367713,0.966367713,0.966367713,0.976708075,0.966367713,0.966367713,0.966367713
tspan11,0.988425926,0.988425926,0.988425926,0.988425926,0.988425926,0.988425926,0.995515695,0.988425926,0.988425926
sema3aa,0.756944444,0.756944444,0.756944444,0.756944444,0.756944444,0.756944444,0.934918648,0.756944444,0.756944444
pcloa,0.559502664,0.559502664,0.559502664,0.559502664,0.559502664,0.559502664,0.559502664,0.559502664,0.723602484
pimr173,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
ankrd16,0.977463073,0.977463073,0.977463073,0.986024845,0.977463073,0.977463073,0.977463073,0.977463073,0.977463073
gdi2,0.472666362,0.472666362,0.472666362,0.617236025,0.472666362,0.472666362,0.472666362,0.472666362,0.472666362
asb13a.1,0.952914798,0.952914798,0.952914798,0.952914798,0.952914798,0.976708075,0.952914798,0.952914798,0.952914798
asb13a.2,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.998447205,0.997685185,0.997685185
net1,0.585648148,0.585648148,0.585648148,0.585648148,0.585648148,0.585648148,0.865844373,0.585648148,0.585648148
mkln1,0.941068981,0.941068981,0.941068981,0.960403727,0.941068981,0.941068981,0.941068981,0.941068981,0.941068981
podxl,0.982335922,0.9700409,0.9700409,0.9700409,0.9700409,0.9700409,0.9700409,0.9700409,0.9700409
cyb5r3,0.894618834,0.894618834,0.894618834,0.894618834,0.894618834,0.916552459,0.894618834,0.894618834,0.894618834
btbd11a,0.988425926,0.988425926,0.988425926,0.988425926,0.988425926,0.988425926,0.990902199,0.988425926,0.988425926
cry1a,0.746155018,0.746155018,0.746155018,0.768518519,0.746155018,0.746155018,0.746155018,0.746155018,0.746155018
tnnt2c,0.996245307,0.99689441,0.996245307,0.996245307,0.996245307,0.996245307,0.996245307,0.996245307,0.996245307
si:dkey-222f8.3,0.914798206,0.914798206,0.914798206,0.914798206,0.914798206,0.93893711,0.914798206,0.914798206,0.914798206
braf,0.968944099,0.968944099,0.978417266,0.968944099,0.968944099,0.968944099,0.968944099,0.968944099,0.968944099
mrps33,0.526419979,0.526419979,0.526419979,0.755010225,0.526419979,0.526419979,0.526419979,0.526419979,0.526419979
tmem178b,0.535457348,0.535457348,0.535457348,0.535457348,0.535457348,0.535457348,0.535457348,0.722137983,0.535457348
cnot4b,0.973808436,0.973808436,0.973808436,0.976708075,0.973808436,0.973808436,0.973808436,0.973808436,0.973808436
mkrn1,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.777777778,0.795964126,0.777777778,0.777777778
tmem121b,0.99924185,0.99924185,0.99924185,0.99924185,0.99954317,0.99924185,0.99924185,0.99924185,0.99924185
il17ra1a,0.957399103,0.957399103,0.957399103,0.957399103,0.957399103,0.998748436,0.957399103,0.957399103,0.957399103
pimr214,0.998748436,0.999223602,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436
pimr171,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
pimr170,0.998972251,0.998972251,0.998972251,0.998972251,0.998972251,0.998972251,0.998972251,0.999897751,0.998972251
pimr168,0.997496871,0.999847723,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871
pimr169,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
rergla,0.64573991,0.64573991,0.64573991,0.64573991,0.64573991,0.872670807,0.64573991,0.64573991,0.64573991
arhgef39,0.866758033,0.866758033,0.866758033,0.955010225,0.866758033,0.866758033,0.866758033,0.866758033,0.866758033
lmo3,0.938664596,0.938664596,0.96390593,0.938664596,0.938664596,0.938664596,0.938664596,0.938664596,0.938664596
AL954848.1,1,1,1,1,1,1,1,1,1
mgst1.1,0.849775785,0.849775785,0.849775785,0.849775785,0.849775785,0.961169484,0.849775785,0.849775785,0.849775785
mgst1.2,0.847533632,0.847533632,0.847533632,0.847533632,0.847533632,0.9850769,0.847533632,0.847533632,0.847533632
dera,0.973503883,0.973503883,0.973503883,0.977578475,0.973503883,0.973503883,0.973503883,0.973503883,0.973503883
helb,0.935587026,0.935587026,0.935587026,0.988139059,0.935587026,0.935587026,0.935587026,0.935587026,0.935587026
irak3,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.998748436,0.997757848,0.997757848,0.997757848
b2m,0.939241663,0.939241663,0.939241663,0.993273543,0.939241663,0.939241663,0.939241663,0.939241663,0.939241663
hmga2,0.970458352,0.970458352,0.970458352,0.988789238,0.970458352,0.970458352,0.970458352,0.970458352,0.970458352
msrb3,0.84529148,0.84529148,0.84529148,0.84529148,0.84529148,0.898736105,0.84529148,0.84529148,0.84529148
lemd3,0.991472514,0.991472514,0.991472514,0.992236025,0.991472514,0.991472514,0.991472514,0.991472514,0.991472514
wif1,0.975336323,0.975336323,0.975336323,0.975336323,0.975336323,0.995092025,0.975336323,0.975336323,0.975336323
vhll,0.988789238,0.988789238,0.988789238,0.988789238,0.988789238,0.995583981,0.988789238,0.988789238,0.988789238
tmbim4,0.493783304,0.493783304,0.493783304,0.493783304,0.493783304,0.493783304,0.493783304,0.493783304,0.597222222
BX119963.3,1,1,1,1,1,1,1,1,1
si:dkey-6a5.3,0.999390894,0.999390894,0.999390894,0.999795501,0.999390894,0.999390894,0.999390894,0.999390894,0.999390894
grip1,0.946428571,0.946428571,0.959818044,0.946428571,0.946428571,0.946428571,0.946428571,0.946428571,0.946428571
cand1,0.645957058,0.645957058,0.645957058,0.816666667,0.645957058,0.645957058,0.645957058,0.645957058,0.645957058
si:dkey-39a18.1,0.997496871,0.998172682,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871
dyrk2,0.913043478,0.913043478,0.92310035,0.913043478,0.913043478,0.913043478,0.913043478,0.913043478,0.913043478
si:ch211-266a5.12,1,1,1,1,1,1,1,1,1
ifng1,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
ifng1r,1,1,1,1,1,1,1,1,1
il26,1,1,1,1,1,1,1,1,1
il22,0.998748436,0.999897751,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436
mdm1,0.958698373,0.976909414,0.958698373,0.958698373,0.958698373,0.958698373,0.958698373,0.958698373,0.958698373
calua,0.829968944,0.829968944,0.894624638,0.829968944,0.829968944,0.829968944,0.829968944,0.829968944,0.829968944
opn1sw1,0.539964476,0.539964476,0.539964476,0.539964476,0.539964476,0.539964476,0.539964476,0.539964476,0.541666667
tnpo3,0.819095477,0.819095477,0.819095477,0.915541922,0.819095477,0.819095477,0.819095477,0.819095477,0.819095477
irf5,0.995583981,0.995583981,0.995583981,0.998447205,0.995583981,0.995583981,0.995583981,0.995583981,0.995583981
ccdc87,0.999620925,0.999620925,0.999620925,0.999620925,0.999695447,0.999620925,0.999620925,0.999620925,0.999620925
pnpla8,0.939814815,0.939814815,0.939814815,0.939814815,0.939814815,0.939814815,0.941770186,0.939814815,0.939814815
si:dkeyp-81f3.4,0.997496871,0.998223801,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871
nrcama,0.968167702,0.968167702,0.978931141,0.968167702,0.968167702,0.968167702,0.968167702,0.968167702,0.968167702
BX897729.1,1,1,1,1,1,1,1,1,1
cntn1b,0.866906475,0.866906475,0.866906475,0.866906475,0.866906475,0.866906475,0.866906475,0.902777778,0.866906475
pdzrn4,0.99068323,0.99068323,0.99772555,0.99068323,0.99068323,0.99068323,0.99068323,0.99068323,0.99068323
gxylt1b,0.977578475,0.977578475,0.977578475,0.977578475,0.977578475,0.985990559,0.977578475,0.977578475,0.977578475
pphln1,0.512867367,0.512867367,0.512867367,0.762269939,0.512867367,0.512867367,0.512867367,0.512867367,0.512867367
yaf2,0.623115578,0.623115578,0.623115578,0.659161491,0.623115578,0.623115578,0.623115578,0.623115578,0.623115578
zcrb1,0.657986904,0.657986904,0.657986904,0.819836401,0.657986904,0.657986904,0.657986904,0.657986904,0.657986904
prickle1b,0.763888889,0.763888889,0.763888889,0.763888889,0.763888889,0.763888889,0.858170606,0.763888889,0.763888889
si:dkey-234l24.1,1,1,1,1,1,1,1,1,1
si:dkey-234l24.7,1,1,1,1,1,1,1,1,1
si:dkey-234l24.8,1,1,1,1,1,1,1,1,1
pus7l,0.991472514,0.991472514,0.991472514,0.994993742,0.991472514,0.991472514,0.991472514,0.991472514,0.991472514
twf1b,0.930555556,0.930555556,0.930555556,0.930555556,0.930555556,0.930555556,0.960923623,0.930555556,0.930555556
nell2b,0.788043478,0.788043478,0.898148148,0.788043478,0.788043478,0.788043478,0.788043478,0.788043478,0.788043478
prl2,0.993934799,0.993934799,0.993934799,0.993934799,0.99537037,0.993934799,0.993934799,0.993934799,0.993934799
nuak1a,0.995341615,0.995341615,0.995888534,0.995341615,0.995341615,0.995341615,0.995341615,0.995341615,0.995341615
plxnb2a,0.957667123,0.957667123,0.957667123,0.970852018,0.957667123,0.957667123,0.957667123,0.957667123,0.957667123
si:ch211-127b11.1,0.984304933,0.984304933,0.984304933,0.984304933,0.984304933,0.997685185,0.984304933,0.984304933,0.984304933
si:dkey-183c2.4,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.99954317,0.999486125
abcc9,0.99689441,0.99689441,0.998104625,0.99689441,0.99689441,0.99689441,0.99689441,0.99689441,0.99689441
BX571719.3,1,1,1,1,1,1,1,1,1
kcnj8,1,1,1,1,1,1,1,1,1
cmasa,0.955156951,0.955156951,0.955156951,0.955156951,0.955156951,0.959627329,0.955156951,0.955156951,0.955156951
shisal1a,0.989906832,0.989906832,1,0.989906832,0.989906832,0.989906832,0.989906832,0.989906832,0.989906832
si:dkey-14k9.3,0.99689441,0.99689441,0.9984837,0.99689441,0.99689441,0.99689441,0.99689441,0.99689441,0.99689441
akr1b1.1,0.904503106,0.904503106,0.953703704,0.904503106,0.904503106,0.904503106,0.904503106,0.904503106,0.904503106
akr1b1.2,0.905829596,0.905829596,0.905829596,0.905829596,0.905829596,0.943679599,0.905829596,0.905829596,0.905829596
prdm4,0.996209249,0.996209249,0.996209249,0.996209249,0.997430627,0.996209249,0.996209249,0.996209249,0.996209249
psmc2,0.506928582,0.506928582,0.506928582,0.689440994,0.506928582,0.506928582,0.506928582,0.506928582,0.506928582
slc26a5,0.947981366,0.947981366,0.960648148,0.947981366,0.947981366,0.947981366,0.947981366,0.947981366,0.947981366
tspan33a,0.921524664,0.921524664,0.921524664,0.921524664,0.921524664,0.99537037,0.921524664,0.921524664,0.921524664
smo,0.679153342,0.679153342,0.679153342,0.858793456,0.679153342,0.679153342,0.679153342,0.679153342,0.679153342
cax1,0.974265266,0.974265266,0.974265266,0.99689441,0.974265266,0.974265266,0.974265266,0.974265266,0.974265266
klhdc10,0.982335922,0.982335922,0.982335922,0.98447205,0.982335922,0.982335922,0.982335922,0.982335922,0.982335922
zc3hc1,0.798538145,0.798538145,0.798538145,0.910633947,0.798538145,0.798538145,0.798538145,0.798538145,0.798538145
ube2h,0.840142096,0.840142096,0.840142096,0.840142096,0.840142096,0.840142096,0.840142096,0.840142096,0.852484472
nrf1,0.775087559,0.775087559,0.775087559,0.77607362,0.775087559,0.775087559,0.775087559,0.775087559,0.775087559
plxna4,0.909937888,0.909937888,0.946043165,0.909937888,0.909937888,0.909937888,0.909937888,0.909937888,0.909937888
chchd3a,0.893558703,0.893558703,0.893558703,0.905829596,0.893558703,0.893558703,0.893558703,0.893558703,0.893558703
exoc4,0.976708075,0.976708075,0.983796296,0.976708075,0.976708075,0.976708075,0.976708075,0.976708075,0.976708075
lrguk,0.998748436,0.999223602,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436
col7a1l,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.999223602
si:dkey-117n7.2,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
si:dkey-117n7.3,1,1,1,1,1,1,1,1,1
si:dkey-117n7.4,1,1,1,1,1,1,1,1,1
si:dkey-117n7.5,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998447205
ucn3l,1,1,1,1,1,1,1,1,1
copg2,0.827622963,0.827622963,0.827622963,0.895962733,0.827622963,0.827622963,0.827622963,0.827622963,0.827622963
mest,0.898756661,0.898756661,0.898756661,0.898756661,0.898756661,0.898756661,0.898756661,0.898756661,0.903629537
atp2b1a,0.510869565,0.510869565,0.513888889,0.510869565,0.510869565,0.510869565,0.510869565,0.510869565,0.510869565
si:dkeyp-38g8.5,0.938175727,0.938175727,0.938175727,0.969962453,0.938175727,0.938175727,0.938175727,0.938175727,0.938175727
epyc,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.994671403,0.998364008
BX322608.1,1,1,1,1,1,1,1,1,1
kera,0.753108348,0.753108348,0.753108348,0.753108348,0.753108348,0.753108348,0.753108348,0.753108348,0.968710889
lum,0.986547085,0.986547085,0.986547085,0.986547085,0.986547085,0.988425926,0.986547085,0.986547085,0.986547085
dcn,0.983706411,0.983706411,0.983706411,0.98757764,0.983706411,0.983706411,0.983706411,0.983706411,0.983706411
wu:fc23c09,0.993742178,0.997757848,0.993742178,0.993742178,0.993742178,0.993742178,0.993742178,0.993742178,0.993742178
btg1,0.130010277,0.130010277,0.130010277,0.130010277,0.130010277,0.130010277,0.130010277,0.203703704,0.130010277
caprin2,0.994365768,0.994365768,0.994365768,0.997670807,0.994365768,0.994365768,0.994365768,0.994365768,0.994365768
sinhcaf,0.860248447,0.860248447,0.865740741,0.860248447,0.860248447,0.860248447,0.860248447,0.860248447,0.860248447
dennd5b,0.911675512,0.911675512,0.911675512,0.911675512,0.918981481,0.911675512,0.911675512,0.911675512,0.911675512
pkp2,0.986547085,0.986547085,0.986547085,0.986547085,0.986547085,0.996118012,0.986547085,0.986547085,0.986547085
tcp11l2,0.885519333,0.885519333,0.885519333,0.885519333,0.898756661,0.885519333,0.885519333,0.885519333,0.885519333
BX649500.1,1,1,1,1,1,1,1,1,1
BX649476.1,1,1,1,1,1,1,1,1,1
gys2,1,1,1,1,1,1,1,1,1
STMP1,0.425917466,0.425917466,0.425917466,0.513452915,0.425917466,0.425917466,0.425917466,0.425917466,0.425917466
golt1ba,0.950966956,0.950966956,0.950966956,0.984304933,0.950966956,0.950966956,0.950966956,0.950966956,0.950966956
spx,0.997496871,0.998104625,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871
kiss2,0.98206278,0.98206278,0.98206278,0.98206278,0.98206278,0.997670807,0.98206278,0.98206278,0.98206278
ldhba,0.18059997,0.18059997,0.18059997,0.204262877,0.18059997,0.18059997,0.18059997,0.18059997,0.18059997
slc25a3a,0.156305506,0.156305506,0.156305506,0.156305506,0.156305506,0.156305506,0.156305506,0.156305506,0.877346683
tmpoa,0.434292675,0.434292675,0.434292675,0.706339468,0.434292675,0.434292675,0.434292675,0.434292675,0.434292675
strap,0.541799909,0.541799909,0.541799909,0.741459627,0.541799909,0.541799909,0.541799909,0.541799909,0.541799909
etnk1,0.804618117,0.804618117,0.804618117,0.804618117,0.804618117,0.804618117,0.804618117,0.804618117,0.89052795
sox5,0.95026643,0.95026643,0.95026643,0.95026643,0.95026643,0.95026643,0.95026643,0.95026643,0.958850932
si:dkey-172o10.8,1,1,1,1,1,1,1,1,1
casc1,0.999238617,0.999238617,0.999238617,0.999795501,0.999238617,0.999238617,0.999238617,0.999238617,0.999238617
lrmp,0.758436945,0.758436945,0.758436945,0.758436945,0.758436945,0.758436945,0.758436945,0.758436945,0.994993742
